participantId,trialNumber,conditionId,conditionLabel,values,markedA,markedB,trueValueA,trueValueB,truePercentage,response,rawError,log2Error,reactionTimeMs,timestamp,
hsmith,7,multicolor,Bar Chart (Multi-Color),88;14;50;71;52,1,2,14,50,28,35,7,2.832890014,4139,2026-02-18T19:31:50.062Z,
hsmith,8,gradient,Bar Chart (Gradient),30;53;63;25;93,1,2,53,63,84,85,1,0.169925001,4592,2026-02-18T19:31:54.656Z,
hsmith,9,bw,Bar Chart (B&W),2;49;32;39;56,1,2,49,32,65,75,10,3.339850003,7732,2026-02-18T19:32:02.389Z,
hsmith,10,multicolor,Bar Chart (Multi-Color),85;54;73;80;36,1,2,54,73,74,82,8,3.022367813,7726,2026-02-18T19:32:10.116Z,
hsmith,11,bw,Bar Chart (B&W),93;62;94;10;63,1,2,62,94,66,65,1,0.169925001,9931,2026-02-18T19:32:20.048Z,
hsmith,12,gradient,Bar Chart (Gradient),3;64;4;44;86,1,2,64,4,6,5,1,0.169925001,2816,2026-02-18T19:32:22.866Z,
hsmith,13,bw,Bar Chart (B&W),13;19;86;97;82,1,2,19,86,22,20,2,1.087462841,7662,2026-02-18T19:32:30.529Z,
hsmith,14,multicolor,Bar Chart (Multi-Color),6;8;86;18;56,1,2,8,86,9,5,4,2.044394119,4127,2026-02-18T19:32:34.658Z,
hsmith,15,gradient,Bar Chart (Gradient),88;67;27;47;28,1,2,67,27,40,45,5,2.357552005,8147,2026-02-18T19:32:42.807Z,
hsmith,16,bw,Bar Chart (B&W),17;95;76;35;51,1,2,95,76,80,85,5,2.357552005,7003,2026-02-18T19:32:49.811Z,
hsmith,17,bw,Bar Chart (B&W),7;99;98;49;20,1,2,99,98,99,98,1,0.169925001,65804,2026-02-18T19:33:55.616Z,
hsmith,18,bw,Bar Chart (B&W),51;8;69;64;92,1,2,8,69,12,8,4,2.044394119,6642,2026-02-18T19:34:02.259Z,
hsmith,19,multicolor,Bar Chart (Multi-Color),57;93;70;55;73,1,2,93,70,75,80,5,2.357552005,5032,2026-02-18T19:34:07.292Z,
hsmith,20,bw,Bar Chart (B&W),33;42;26;2;29,1,2,42,26,62,75,13,3.714245518,4144,2026-02-18T19:34:11.437Z,
hsmith,21,bw,Bar Chart (B&W),6;3;33;56;49,1,2,3,33,9,8,1,0.169925001,5365,2026-02-18T19:34:16.804Z,
hsmith,22,gradient,Bar Chart (Gradient),47;83;33;72;86,1,2,83,33,40,40,0,0,3533,2026-02-18T19:34:20.339Z,
hsmith,23,gradient,Bar Chart (Gradient),94;74;32;90;60,1,2,74,32,43,40,3,1.64385619,3081,2026-02-18T19:34:23.422Z,
hsmith,24,gradient,Bar Chart (Gradient),84;50;74;22;52,1,2,50,74,68,75,7,2.832890014,9209,2026-02-18T19:34:32.633Z,
hsmith,25,gradient,Bar Chart (Gradient),39;54;57;81;9,1,2,54,57,95,95,0,0,3486,2026-02-18T19:34:36.120Z,
hsmith,26,bw,Bar Chart (B&W),99;62;95;35;70,1,2,62,95,65,80,15,3.918863237,7123,2026-02-18T19:34:43.245Z,
hsmith,27,bw,Bar Chart (B&W),78;8;44;42;94,1,2,8,44,18,17,1,0.169925001,6096,2026-02-18T19:34:49.342Z,
hsmith,28,bw,Bar Chart (B&W),77;13;91;67;39,1,2,13,91,14,8,6,2.614709844,10178,2026-02-18T19:34:59.522Z,
hsmith,29,multicolor,Bar Chart (Multi-Color),3;58;53;24;66,1,2,58,53,91,95,4,2.044394119,4012,2026-02-18T19:35:03.535Z,
hsmith,30,bw,Bar Chart (B&W),14;3;37;2;51,1,2,3,37,8,5,3,1.64385619,4723,2026-02-18T19:35:08.259Z,
hsmith,31,gradient,Bar Chart (Gradient),98;90;9;25;37,1,2,90,9,10,5,5,2.357552005,3406,2026-02-18T19:35:11.666Z,
hsmith,32,multicolor,Bar Chart (Multi-Color),53;83;59;43;9,1,2,83,59,71,73,2,1.087462841,11655,2026-02-18T19:35:23.322Z,
hsmith,33,multicolor,Bar Chart (Multi-Color),49;84;61;96;2,1,2,84,61,73,75,2,1.087462841,4855,2026-02-18T19:35:28.178Z,
hsmith,34,multicolor,Bar Chart (Multi-Color),10;34;39;49;60,1,2,34,39,87,90,3,1.64385619,3287,2026-02-18T19:35:31.466Z,
hsmith,35,gradient,Bar Chart (Gradient),99;33;5;67;84,1,2,33,5,15,15,0,0,4711,2026-02-18T19:35:36.179Z,
hsmith,36,multicolor,Bar Chart (Multi-Color),23;9;85;83;44,1,2,9,85,11,18,7,2.832890014,8358,2026-02-18T19:35:44.538Z,
hsmith,37,multicolor,Bar Chart (Multi-Color),73;86;40;33;13,1,2,86,40,47,45,2,1.087462841,4775,2026-02-18T19:35:49.314Z,
hsmith,38,bw,Bar Chart (B&W),18;56;35;12;30,1,2,56,35,63,70,7,2.832890014,6751,2026-02-18T19:35:56.067Z,
hsmith,39,bw,Bar Chart (B&W),95;19;37;4;5,1,2,19,37,51,60,9,3.189824559,2802,2026-02-18T19:35:58.870Z,
hsmith,40,gradient,Bar Chart (Gradient),50;28;53;95;6,1,2,28,53,53,60,7,2.832890014,2596,2026-02-18T19:36:01.468Z,
hsmith,41,gradient,Bar Chart (Gradient),86;57;16;7;31,1,2,57,16,28,35,7,2.832890014,13713,2026-02-18T19:36:15.183Z,
hsmith,42,gradient,Bar Chart (Gradient),18;80;62;28;99,1,2,80,62,78,85,7,2.832890014,4671,2026-02-18T19:36:19.855Z,
hsmith,43,gradient,Bar Chart (Gradient),2;3;13;56;28,1,2,3,13,23,10,13,3.714245518,4859,2026-02-18T19:36:24.716Z,
hsmith,44,multicolor,Bar Chart (Multi-Color),27;29;2;40;43,1,2,29,2,7,8,1,0.169925001,5893,2026-02-18T19:36:30.610Z,
hsmith,45,gradient,Bar Chart (Gradient),79;59;50;96;82,1,2,59,50,85,90,5,2.357552005,3602,2026-02-18T19:36:34.215Z,
hsmith,46,multicolor,Bar Chart (Multi-Color),30;11;87;55;40,1,2,11,87,13,12,1,0.169925001,5948,2026-02-18T19:36:40.165Z,
hsmith,47,bw,Bar Chart (B&W),96;60;82;94;68,1,2,60,82,73,80,7,2.832890014,3096,2026-02-18T19:36:43.263Z,
hsmith,48,bw,Bar Chart (B&W),24;61;69;77;79,1,2,61,69,88,93,5,2.357552005,4557,2026-02-18T19:36:47.821Z,
hsmith,49,gradient,Bar Chart (Gradient),41;95;9;46;74,1,2,95,9,9,7,2,1.087462841,7207,2026-02-18T19:36:55.030Z,
hsmith,50,bw,Bar Chart (B&W),2;58;56;84;6,1,2,58,56,97,98,1,0.169925001,3118,2026-02-18T19:36:58.149Z,
hsmith,51,gradient,Bar Chart (Gradient),3;20;92;97;61,1,2,20,92,22,23,1,0.169925001,8901,2026-02-18T19:37:07.052Z,
hsmith,52,gradient,Bar Chart (Gradient),83;30;52;35;67,1,2,30,52,58,65,7,2.832890014,4499,2026-02-18T19:37:11.552Z,
hsmith,53,bw,Bar Chart (B&W),92;33;5;48;71,1,2,33,5,15,15,0,0,11935,2026-02-18T19:37:23.488Z,
hsmith,54,multicolor,Bar Chart (Multi-Color),96;16;24;3;80,1,2,16,24,67,75,8,3.022367813,11841,2026-02-18T19:37:35.330Z,
hsmith,55,gradient,Bar Chart (Gradient),3;77;65;27;29,1,2,77,65,84,90,6,2.614709844,4162,2026-02-18T19:37:39.495Z,
hsmith,56,bw,Bar Chart (B&W),77;4;43;10;56,1,2,4,43,9,10,1,0.169925001,2654,2026-02-18T19:37:42.150Z,
hsmith,57,multicolor,Bar Chart (Multi-Color),75;78;43;79;40,1,2,78,43,55,58,3,1.64385619,6105,2026-02-18T19:37:48.257Z,
hsmith,58,multicolor,Bar Chart (Multi-Color),65;41;16;95;82,1,2,41,16,39,40,1,0.169925001,8944,2026-02-18T19:37:57.202Z,
hsmith,59,multicolor,Bar Chart (Multi-Color),33;15;46;3;29,1,2,15,46,33,35,2,1.087462841,2232,2026-02-18T19:37:59.436Z,
hsmith,60,gradient,Bar Chart (Gradient),14;10;3;12;31,1,2,10,3,30,30,0,0,5009,2026-02-18T19:38:04.447Z,
sparkles,1,gradient,Bar Chart (Gradient),72;77;71;68;34,1,2,77,71,92,95,3,1.64385619,8663,2026-02-19T03:01:00.815Z,
sparkles,2,gradient,Bar Chart (Gradient),39;87;11;90;35,1,2,87,11,13,14,1,0.169925001,8175,2026-02-19T03:01:08.993Z,
sparkles,3,gradient,Bar Chart (Gradient),84;83;37;52;91,1,2,83,37,45,50,5,2.357552005,3128,2026-02-19T03:01:12.123Z,
sparkles,4,bw,Bar Chart (B&W),61;55;70;97;90,1,2,55,70,79,86,7,2.832890014,4727,2026-02-19T03:01:16.852Z,
sparkles,5,gradient,Bar Chart (Gradient),50;42;21;98;2,1,2,42,21,50,55,5,2.357552005,4963,2026-02-19T03:01:21.817Z,
sparkles,6,multicolor,Bar Chart (Multi-Color),99;33;29;32;86,1,2,33,29,88,95,7,2.832890014,3958,2026-02-19T03:01:25.778Z,
sparkles,7,multicolor,Bar Chart (Multi-Color),26;71;87;95;84,1,2,71,87,82,85,3,1.64385619,9624,2026-02-19T03:01:35.404Z,
sparkles,8,multicolor,Bar Chart (Multi-Color),69;47;52;66;71,1,2,47,52,90,95,5,2.357552005,1700,2026-02-19T03:01:37.105Z,
sparkles,9,bw,Bar Chart (B&W),11;98;7;46;21,1,2,98,7,7,7,0,0,3465,2026-02-19T03:01:40.572Z,
sparkles,10,gradient,Bar Chart (Gradient),7;44;79;59;35,1,2,44,79,56,55,1,0.169925001,3237,2026-02-19T03:01:43.811Z,
sparkles,11,gradient,Bar Chart (Gradient),15;35;34;32;19,1,2,35,34,97,98,1,0.169925001,3828,2026-02-19T03:01:47.641Z,
sparkles,12,multicolor,Bar Chart (Multi-Color),64;73;4;35;74,1,2,73,4,5,5,0,0,2382,2026-02-19T03:01:50.026Z,
sparkles,13,gradient,Bar Chart (Gradient),52;48;90;68;31,1,2,48,90,53,60,7,2.832890014,6975,2026-02-19T03:01:57.003Z,
sparkles,14,multicolor,Bar Chart (Multi-Color),83;23;72;30;96,1,2,23,72,32,35,3,1.64385619,3506,2026-02-19T03:02:00.510Z,
sparkles,15,multicolor,Bar Chart (Multi-Color),10;61;95;97;18,1,2,61,95,64,65,1,0.169925001,5713,2026-02-19T03:02:06.224Z,
sparkles,16,bw,Bar Chart (B&W),72;73;37;42;78,1,2,73,37,51,53,2,1.087462841,5115,2026-02-19T03:02:11.340Z,
sparkles,17,bw,Bar Chart (B&W),89;6;88;45;98,1,2,6,88,7,5,2,1.087462841,2121,2026-02-19T03:02:13.463Z,
sparkles,18,multicolor,Bar Chart (Multi-Color),21;77;57;47;86,1,2,77,57,74,85,11,3.475733431,13339,2026-02-19T03:02:26.803Z,
sparkles,19,multicolor,Bar Chart (Multi-Color),42;23;4;53;92,1,2,23,4,17,8,9,3.189824559,3528,2026-02-19T03:02:30.334Z,
sparkles,20,gradient,Bar Chart (Gradient),23;52;80;4;73,1,2,52,80,65,65,0,0,5297,2026-02-19T03:02:35.632Z,
sparkles,21,bw,Bar Chart (B&W),30;78;51;39;16,1,2,78,51,65,72,7,2.832890014,4608,2026-02-19T03:02:40.242Z,
sparkles,22,multicolor,Bar Chart (Multi-Color),7;42;58;16;25,1,2,42,58,72,80,8,3.022367813,2564,2026-02-19T03:02:42.808Z,
sparkles,23,gradient,Bar Chart (Gradient),25;66;29;65;5,1,2,66,29,44,47,3,1.64385619,2978,2026-02-19T03:02:45.788Z,
sparkles,24,bw,Bar Chart (B&W),88;94;83;31;13,1,2,94,83,88,92,4,2.044394119,3658,2026-02-19T03:02:49.447Z,
sparkles,25,multicolor,Bar Chart (Multi-Color),6;61;69;20;8,1,2,61,69,88,90,2,1.087462841,4178,2026-02-19T03:02:53.627Z,
sparkles,26,bw,Bar Chart (B&W),92;87;72;78;79,1,2,87,72,83,85,2,1.087462841,5769,2026-02-19T03:02:59.398Z,
sparkles,27,bw,Bar Chart (B&W),26;21;19;2;18,1,2,21,19,90,90,0,0,3176,2026-02-19T03:03:02.576Z,
sparkles,28,bw,Bar Chart (B&W),52;11;63;60;16,1,2,11,63,17,18,1,0.169925001,8881,2026-02-19T03:03:11.459Z,
sparkles,29,bw,Bar Chart (B&W),22;78;44;27;60,1,2,78,44,56,22,34,5.092757141,2334,2026-02-19T03:03:13.795Z,
sparkles,30,bw,Bar Chart (B&W),72;8;48;96;55,1,2,8,48,17,18,1,0.169925001,4650,2026-02-19T03:03:18.446Z,
sparkles,31,gradient,Bar Chart (Gradient),97;79;94;2;54,1,2,79,94,84,90,6,2.614709844,9836,2026-02-19T03:03:28.285Z,
sparkles,32,gradient,Bar Chart (Gradient),50;93;42;23;14,1,2,93,42,45,47,2,1.087462841,2711,2026-02-19T03:03:30.998Z,
sparkles,33,multicolor,Bar Chart (Multi-Color),21;86;70;85;6,1,2,86,70,81,90,9,3.189824559,11110,2026-02-19T03:03:42.110Z,
sparkles,34,bw,Bar Chart (B&W),93;75;35;25;6,1,2,75,35,47,50,3,1.64385619,3768,2026-02-19T03:03:45.880Z,
sparkles,35,gradient,Bar Chart (Gradient),68;4;14;83;90,1,2,4,14,29,33,4,2.044394119,3239,2026-02-19T03:03:49.121Z,
sparkles,36,bw,Bar Chart (B&W),87;14;32;51;78,1,2,14,32,44,45,1,0.169925001,3320,2026-02-19T03:03:52.443Z,
sparkles,37,gradient,Bar Chart (Gradient),67;31;61;78;21,1,2,31,61,51,55,4,2.044394119,2183,2026-02-19T03:03:54.628Z,
sparkles,38,multicolor,Bar Chart (Multi-Color),56;20;35;55;87,1,2,20,35,57,55,2,1.087462841,7862,2026-02-19T03:04:02.491Z,
sparkles,39,gradient,Bar Chart (Gradient),2;41;69;3;73,1,2,41,69,59,65,6,2.614709844,6648,2026-02-19T03:04:09.142Z,
sparkles,40,bw,Bar Chart (B&W),8;10;19;77;76,1,2,10,19,53,50,3,1.64385619,3117,2026-02-19T03:04:12.261Z,
sparkles,41,multicolor,Bar Chart (Multi-Color),5;80;10;19;29,1,2,80,10,13,15,2,1.087462841,3500,2026-02-19T03:04:15.763Z,
sparkles,42,multicolor,Bar Chart (Multi-Color),50;39;99;27;85,1,2,39,99,39,42,3,1.64385619,5768,2026-02-19T03:04:21.532Z,
sparkles,43,multicolor,Bar Chart (Multi-Color),60;58;73;29;35,1,2,58,73,79,84,5,2.357552005,3300,2026-02-19T03:04:24.834Z,
sparkles,44,bw,Bar Chart (B&W),38;8;3;23;5,1,2,8,3,38,30,8,3.022367813,5617,2026-02-19T03:04:30.453Z,
sparkles,45,gradient,Bar Chart (Gradient),20;32;49;9;98,1,2,32,49,65,65,0,0,6707,2026-02-19T03:04:37.162Z,
sparkles,46,gradient,Bar Chart (Gradient),4;94;86;3;98,1,2,94,86,91,91,0,0,4339,2026-02-19T03:04:41.504Z,
sparkles,47,multicolor,Bar Chart (Multi-Color),58;21;45;7;50,1,2,21,45,47,45,2,1.087462841,4376,2026-02-19T03:04:45.882Z,
sparkles,48,gradient,Bar Chart (Gradient),51;53;7;98;91,1,2,53,7,13,10,3,1.64385619,6153,2026-02-19T03:04:52.037Z,
sparkles,49,multicolor,Bar Chart (Multi-Color),18;11;79;41;24,1,2,11,79,14,16,2,1.087462841,5218,2026-02-19T03:04:57.257Z,
sparkles,50,bw,Bar Chart (B&W),80;58;24;51;50,1,2,58,24,41,48,7,2.832890014,3299,2026-02-19T03:05:00.558Z,
sparkles,51,multicolor,Bar Chart (Multi-Color),46;72;64;33;63,1,2,72,64,89,93,4,2.044394119,6553,2026-02-19T03:05:07.113Z,
sparkles,52,bw,Bar Chart (B&W),46;26;12;4;55,1,2,26,12,46,48,2,1.087462841,5398,2026-02-19T03:05:12.513Z,
sparkles,53,bw,Bar Chart (B&W),8;23;45;80;72,1,2,23,45,51,60,9,3.189824559,5803,2026-02-19T03:05:18.319Z,
sparkles,54,multicolor,Bar Chart (Multi-Color),37;53;10;38;63,1,2,53,10,19,20,1,0.169925001,4244,2026-02-19T03:05:22.565Z,
sparkles,55,bw,Bar Chart (B&W),44;4;37;41;47,1,2,4,37,11,15,4,2.044394119,4378,2026-02-19T03:05:26.945Z,
sparkles,56,bw,Bar Chart (B&W),20;17;61;88;56,1,2,17,61,28,35,7,2.832890014,2799,2026-02-19T03:05:29.747Z,
sparkles,57,gradient,Bar Chart (Gradient),30;73;76;11;74,1,2,73,76,96,95,1,0.169925001,4353,2026-02-19T03:05:34.102Z,
sparkles,58,gradient,Bar Chart (Gradient),2;26;75;87;80,1,2,26,75,35,40,5,2.357552005,4102,2026-02-19T03:05:38.206Z,
sparkles,59,multicolor,Bar Chart (Multi-Color),37;53;70;33;15,1,2,53,70,76,75,1,0.169925001,8697,2026-02-19T03:05:46.906Z,
sparkles,60,gradient,Bar Chart (Gradient),53;28;72;25;18,1,2,28,72,39,40,1,0.169925001,2759,2026-02-19T03:05:49.667Z,
Eloisa,1,bw,Bar Chart (B&W),30;8;46;40;37,1,2,8,46,17,15,2,1.0874628412503393,11878,2026-02-19T22:36:32.021Z,
Eloisa,2,gradient,Bar Chart (Gradient),80;66;33;57;88,1,2,66,33,50,50,0,0,9794,2026-02-19T22:36:41.818Z,
Eloisa,3,multicolor,Bar Chart (Multi-Color),70;65;79;42;66,1,2,65,79,82,85,3,1.6438561897747246,58065,2026-02-19T22:37:39.886Z,
Eloisa,4,bw,Bar Chart (B&W),23;12;89;2;22,1,2,12,89,13,10,3,1.6438561897747246,15496,2026-02-19T22:37:55.385Z,
Eloisa,5,multicolor,Bar Chart (Multi-Color),93;4;34;30;55,1,2,4,34,12,10,2,1.0874628412503393,5162,2026-02-19T22:38:00.551Z,
Eloisa,6,gradient,Bar Chart (Gradient),8;6;32;84;22,1,2,6,32,19,10,9,3.189824558880017,7519,2026-02-19T22:38:08.073Z,
Eloisa,7,gradient,Bar Chart (Gradient),30;72;94;41;11,1,2,72,94,77,75,2,1.0874628412503393,6692,2026-02-19T22:38:14.767Z,
Eloisa,8,multicolor,Bar Chart (Multi-Color),72;24;26;46;97,1,2,24,26,92,97,5,2.357552004618084,5432,2026-02-19T22:38:20.202Z,
Eloisa,9,gradient,Bar Chart (Gradient),54;60;6;95;9,1,2,60,6,10,7,3,1.6438561897747246,9729,2026-02-19T22:38:29.934Z,
Eloisa,10,bw,Bar Chart (B&W),69;83;57;52;18,1,2,83,57,69,70,1,0.16992500144231237,9763,2026-02-19T22:38:39.700Z,
Eloisa,11,multicolor,Bar Chart (Multi-Color),71;10;96;83;24,1,2,10,96,10,9,1,0.16992500144231237,11865,2026-02-19T22:38:51.567Z,
Eloisa,12,multicolor,Bar Chart (Multi-Color),32;16;49;88;87,1,2,16,49,33,35,2,1.0874628412503393,6847,2026-02-19T22:38:58.417Z,
Eloisa,13,multicolor,Bar Chart (Multi-Color),25;44;90;62;22,1,2,44,90,49,42,7,2.8328900141647417,7114,2026-02-19T22:39:05.533Z,
Eloisa,14,bw,Bar Chart (B&W),80;94;40;28;76,1,2,94,40,43,40,3,1.6438561897747246,9515,2026-02-19T22:39:15.050Z,
Eloisa,15,gradient,Bar Chart (Gradient),79;86;99;80;66,1,2,86,99,87,90,3,1.6438561897747246,14412,2026-02-19T22:39:29.466Z,
Eloisa,16,gradient,Bar Chart (Gradient),59;8;69;60;97,1,2,8,69,12,13,1,0.16992500144231237,10315,2026-02-19T22:39:39.783Z,
Eloisa,17,bw,Bar Chart (B&W),55;15;99;73;13,1,2,15,99,15,20,5,2.357552004618084,8697,2026-02-19T22:39:48.482Z,
Eloisa,18,bw,Bar Chart (B&W),60;11;4;6;76,1,2,11,4,36,43,7,2.8328900141647417,35766,2026-02-19T22:40:24.248Z,
Eloisa,19,gradient,Bar Chart (Gradient),68;96;58;84;53,1,2,96,58,60,60,0,0,12281,2026-02-19T22:40:36.531Z,
Eloisa,20,bw,Bar Chart (B&W),72;56;43;64;58,1,2,56,43,77,60,17,4.098032082960526,12249,2026-02-19T22:40:48.781Z,
Eloisa,21,gradient,Bar Chart (Gradient),72;66;50;4;65,1,2,66,50,76,80,4,2.0443941193584534,25165,2026-02-19T22:41:13.948Z,
Eloisa,22,multicolor,Bar Chart (Multi-Color),99;91;23;10;38,1,2,91,23,25,25,0,0,13180,2026-02-19T22:41:27.129Z,
Eloisa,23,gradient,Bar Chart (Gradient),93;90;88;71;56,1,2,90,88,98,98,0,0,8944,2026-02-19T22:41:36.074Z,
Eloisa,24,multicolor,Bar Chart (Multi-Color),50;75;61;32;20,1,2,75,61,81,75,6,2.6147098441152083,8961,2026-02-19T22:41:45.037Z,
Eloisa,25,multicolor,Bar Chart (Multi-Color),53;71;10;87;79,1,2,71,10,14,12,2,1.0874628412503393,9816,2026-02-19T22:41:54.854Z,
Eloisa,26,bw,Bar Chart (B&W),6;81;61;25;17,1,2,81,61,75,80,5,2.357552004618084,11729,2026-02-19T22:42:06.585Z,
Eloisa,27,gradient,Bar Chart (Gradient),85;78;9;20;26,1,2,78,9,12,12.5,0.5,-0.678071905,15831,2026-02-19T22:42:22.420Z,
Eloisa,28,bw,Bar Chart (B&W),30;10;86;54;27,1,2,10,86,12,12.5,0.5,-0.678071905,4499,2026-02-19T22:42:26.922Z,
Eloisa,29,multicolor,Bar Chart (Multi-Color),74;52;82;80;90,1,2,52,82,63,65,2,1.0874628412503393,16127,2026-02-19T22:42:43.051Z,
Eloisa,30,bw,Bar Chart (B&W),79;29;52;82;43,1,2,29,52,56,60,4,2.0443941193584534,8732,2026-02-19T22:42:51.785Z,
Eloisa,31,multicolor,Bar Chart (Multi-Color),15;16;39;78;48,1,2,16,39,41,45,4,2.0443941193584534,5163,2026-02-19T22:42:56.951Z,
Eloisa,32,multicolor,Bar Chart (Multi-Color),76;53;70;86;42,1,2,53,70,76,25,51,5.675957032941749,11313,2026-02-19T22:43:08.266Z,
Eloisa,33,gradient,Bar Chart (Gradient),26;35;59;91;95,1,2,35,59,59,62.5,3.5,1.857980995127572,47034,2026-02-19T22:43:55.302Z,
Eloisa,34,bw,Bar Chart (B&W),93;12;38;31;8,1,2,12,38,32,33,1,0.16992500144231237,12629,2026-02-19T22:44:07.934Z,
Eloisa,35,multicolor,Bar Chart (Multi-Color),52;55;46;98;80,1,2,55,46,84,85,1,0.16992500144231237,12848,2026-02-19T22:44:20.783Z,
Eloisa,36,bw,Bar Chart (B&W),12;50;76;2;94,1,2,50,76,66,66,0,0,14965,2026-02-19T22:44:35.751Z,
Eloisa,37,gradient,Bar Chart (Gradient),92;35;39;91;36,1,2,35,39,90,93,3,1.6438561897747246,7546,2026-02-19T22:44:43.300Z,
Eloisa,38,bw,Bar Chart (B&W),35;54;8;39;52,1,2,54,8,15,12,3,1.6438561897747246,8982,2026-02-19T22:44:52.284Z,
Eloisa,39,bw,Bar Chart (B&W),90;13;56;27;57,1,2,13,56,23,17,6,2.6147098441152083,10050,2026-02-19T22:45:02.335Z,
Eloisa,40,bw,Bar Chart (B&W),28;93;17;5;86,1,2,93,17,18,20,2,1.0874628412503393,14879,2026-02-19T22:45:17.216Z,
Eloisa,41,bw,Bar Chart (B&W),66;36;14;74;94,1,2,36,14,39,40,1,0.16992500144231237,7783,2026-02-19T22:45:25.001Z,
Eloisa,42,bw,Bar Chart (B&W),9;31;27;32;75,1,2,31,27,87,90,3,1.6438561897747246,6115,2026-02-19T22:45:31.118Z,
Eloisa,43,multicolor,Bar Chart (Multi-Color),82;53;68;23;21,1,2,53,68,78,80,2,1.0874628412503393,15080,2026-02-19T22:45:46.200Z,
Eloisa,44,gradient,Bar Chart (Gradient),56;2;20;31;25,1,2,2,20,10,10,0,0,4198,2026-02-19T22:45:50.400Z,
Eloisa,45,multicolor,Bar Chart (Multi-Color),39;55;7;92;96,1,2,55,7,13,11,2,1.0874628412503393,7581,2026-02-19T22:45:57.983Z,
Eloisa,46,gradient,Bar Chart (Gradient),99;90;39;16;25,1,2,90,39,43,47,4,2.0443941193584534,7480,2026-02-19T22:46:05.466Z,
Eloisa,47,multicolor,Bar Chart (Multi-Color),97;23;40;24;29,1,2,23,40,57,60,3,1.6438561897747246,7581,2026-02-19T22:46:13.049Z,
Eloisa,48,gradient,Bar Chart (Gradient),40;72;55;66;36,1,2,72,55,76,75,1,0.16992500144231237,15099,2026-02-19T22:46:28.150Z,
Eloisa,49,multicolor,Bar Chart (Multi-Color),69;21;78;47;81,1,2,21,78,27,26,1,0.16992500144231237,13978,2026-02-19T22:46:42.134Z,
Eloisa,50,gradient,Bar Chart (Gradient),15;3;98;2;83,1,2,3,98,3,5,2,1.0874628412503393,9529,2026-02-19T22:46:51.666Z,
Eloisa,51,gradient,Bar Chart (Gradient),3;81;69;77;65,1,2,81,69,85,4,81,6.342074667999139,4064,2026-02-19T22:46:55.732Z,
Eloisa,52,multicolor,Bar Chart (Multi-Color),58;90;25;39;35,1,2,90,25,28,29,1,0.16992500144231237,7732,2026-02-19T22:47:03.466Z,
Eloisa,53,bw,Bar Chart (B&W),59;11;39;16;12,1,2,11,39,28,25,3,1.6438561897747246,8898,2026-02-19T22:47:12.365Z,
Eloisa,54,gradient,Bar Chart (Gradient),80;5;30;11;19,1,2,5,30,17,10,7,2.8328900141647417,14515,2026-02-19T22:47:26.883Z,
Eloisa,55,bw,Bar Chart (B&W),53;35;68;14;90,1,2,35,68,51,58,7,2.8328900141647417,8148,2026-02-19T22:47:35.033Z,
Eloisa,56,gradient,Bar Chart (Gradient),80;36;73;23;16,1,2,36,73,49,58,9,3.189824558880017,3964,2026-02-19T22:47:38.999Z,
Eloisa,57,multicolor,Bar Chart (Multi-Color),26;72;60;18;49,1,2,72,60,83,82,1,0.16992500144231237,10181,2026-02-19T22:47:49.182Z,
Eloisa,58,bw,Bar Chart (B&W),50;21;89;47;4,1,2,21,89,24,26,2,1.0874628412503393,13532,2026-02-19T22:48:02.716Z,
Eloisa,59,multicolor,Bar Chart (Multi-Color),5;49;48;75;42,1,2,49,48,98,99,1,0.16992500144231237,3615,2026-02-19T22:48:06.333Z,
Eloisa,60,gradient,Bar Chart (Gradient),87;60;58;55;44,1,2,60,58,97,97,0,0,4998,2026-02-19T22:48:11.333Z,
nikolai,1,bw,Bar Chart (B&W),34;14;41;27;12,1,2,14,41,34,33,1,0.16992500144231237,53569,2026-02-19T23:17:28.947Z,
nikolai,2,gradient,Bar Chart (Gradient),64;62;32;91;22,1,2,62,32,52,60,8,3.0223678130284544,9962,2026-02-19T23:17:38.926Z,
nikolai,3,multicolor,Bar Chart (Multi-Color),69;70;56;86;60,1,2,70,56,80,80,0,0,4306,2026-02-19T23:17:43.234Z,
nikolai,4,gradient,Bar Chart (Gradient),19;5;78;72;8,1,2,5,78,6,6,0,0,7120,2026-02-19T23:17:50.355Z,
nikolai,5,multicolor,Bar Chart (Multi-Color),36;94;69;48;90,1,2,94,69,73,70,3,1.6438561897747246,9593,2026-02-19T23:17:59.951Z,
nikolai,6,multicolor,Bar Chart (Multi-Color),19;22;67;31;18,1,2,22,67,33,40,7,2.8328900141647417,16434,2026-02-19T23:18:16.386Z,
nikolai,7,gradient,Bar Chart (Gradient),3;58;9;96;54,1,2,58,9,16,15,1,0.16992500144231237,14860,2026-02-19T23:18:31.247Z,
nikolai,8,gradient,Bar Chart (Gradient),6;3;8;90;39,1,2,3,8,38,44,6,2.6147098441152083,3897,2026-02-19T23:18:35.145Z,
nikolai,9,bw,Bar Chart (B&W),33;11;71;5;15,1,2,11,71,15,18,3,1.6438561897747246,3949,2026-02-19T23:18:39.098Z,
nikolai,10,gradient,Bar Chart (Gradient),46;57;81;47;30,1,2,57,81,70,82,12,3.599912842187128,4667,2026-02-19T23:18:43.768Z,
nikolai,11,bw,Bar Chart (B&W),30;46;92;31;9,1,2,46,92,50,60,10,3.3398500028846247,3625,2026-02-19T23:18:47.395Z,
